PERSONID	SERIAL	MOTIVE	MEANS1	CHARACTER1	OCCASION1	LOCATION1	OBJECT1	SPECIALTY1	INVADEMODE1	FLEEMODE1	TOOL1	FASHION1	TOOLSSOURCE1	COMMRULE1	ZONE1
R3603020019992007070036	1	113	5117	804	22	1305	573	30	2402	6	F0105	201	11	15	350701
R3603020019992007070037	1	119	4111	202	26	2109	508	31	2119	1	C0241	110	11	16	110104
R3603020019992007070038	1	110	6406	809	16	2103	553	4	2301	5	L0340	301	11	12	430904
R3603020019992007070039	1	105	2401	304	13	2399	558	43	2111	4	H1302	202	11	11	421301
R3603020019992007070040	1	106	5200	403	45	2299	540	4	2123	1	F0299	206	11	19	410111
R3603020019992007070041	1	125	3502	803	60	1404	556	23	2405	6	W0422	312	11	14	440811
R3603020019992007070042	1	124	1105	555	60	1304	523	16	2126	1	W0634	313	11	19	452700
R3603020019992007070043	1	111	2206	535	67	382	553	49	2401	2	Q0499	110	11	14	152130
R3603020019992007070044	1	121	5615	305	50	2114	561	5	2113	4	U0220	299	11	14	612423
R3603020019992007070045	1	111	6435	514	52	2324	601	45	2404	4	U0430	190	11	14	622826
R3603020019992007070046	1	101	2400	566	72	2406	535	4	2208	5	A1604	204	11	15	150202
R3603020019992007070047	1	104	7111	557	31	2116	521	31	2102	5	W0558	313	11	19	622102
R3603020019992007070048	1	108	5302	534	46	2403	569	10	2207	2	T9900	209	11	19	522230
R3603020019992007070049	1	111	6500	561	10	2334	543	20	2105	1	Q0704	209	11	18	654001
R3603020019992007070050	1	105	6110	573	24	382	548	9	2209	6	L0540	190	11	18	520125
R3603020019992007070051	1	126	5716	390	71	1107	527	2	2207	3	E0499	110	11	16	640103
R3603020019992007070052	1	116	4209	532	14	2223	505	46	2113	3	U0260	209	11	14	420803
R3603020019992007070053	1	117	5610	562	67	1407	541	2	2111	1	Q0101	209	11	13	232331
R3603020019992007070054	1	121	5205	401	47	2407	553	40	2210	4	Y0053	313	11	16	440181
R3603020019992007070055	1	119	5312	529	61	100	563	25	2213	6	B0502	200	11	16	310102
R3603020019992007070056	1	116	6423	509	31	2206	504	45	2121	3	G0402	208	11	15	421101
R3603020019992007070057	1	126	4300	525	72	799	541	51	2104	4	B0199	312	11	14	650103
R3603020019992007070058	1	107	6435	567	46	2110	506	3	2112	1	U0212	209	11	11	330301
R3603020019992007070059	1	115	2000	503	71	1220	571	36	2403	4	B0704	301	11	14	411323
R3603020019992007070060	1	127	5710	512	66	2332	549	50	2406	3	O0399	200	11	14	430902
R3603020019992007070061	1	112	5110	490	51	2208	517	2	2212	1	M0105	110	11	11	130902
R3603020019992007070062	1	101	2406	130	43	2306	532	2	2402	3	L0530	100	11	19	513229
R3603020019992007070063	1	118	5603	534	47	1782	570	32	2114	3	W0056	302	11	12	140181
R3603020019992007070064	1	120	4912	590	69	2314	601	26	2113	1	D0103	206	11	12	371314
R3603020019992007080018	1	127	3308	517	23	2325	544	16	2125	4	P0400	201	11	18	542137
R3603020019992007090001	1	115	3210	534	44	2328	570	45	2113	4	K0200	300	11	11	210601
R3603020079992007010001	1	112	5717	123	30	1106	602	26	2112	3	B0502	302	11	17	110112
R3603130029992007030001	1	125	6201	559	28	1200	502	41	2404	1	F0306	100	11	19	450924
R3603130029992007030003	1	107	4601	515	25	1410	525	45	2209	5	R0599	209	11	19	350501
R3603130029992007040006	1	122	4100	529	63	2227	544	33	2301	4	I0400	313	11	15	371081
R3603210069992007070003	1	113	1108	124	30	1783	566	27	2212	3	N0399	201	11	17	420525
R3603210069992007070009	1	102	6101	556	72	1503	520	40	2307	6	M0505	205	11	12	230822
R3603210069992007110006	1	116	6515	557	62	1602	567	1	2105	4	B0905	313	11	11	140414
R3603210069992007110007	1	120	3515	507	61	1500	525	39	2308	5	Q0110	100	11	11	620302
R3603210069992007110008	1	115	3303	540	10	2286	518	23	2304	4	E0112	207	11	17	110114
R3603210069992007110009	1	105	6111	123	11	2111	504	30	2112	6	C0105	203	11	19	430624
R3603210069992007110029	1	108	6415	546	67	703	546	6	2120	3	G0303	200	11	14	320212
R3603210069992007110030	1	118	1106	554	42	701	558	49	2113	5	L0104	208	11	11	610423
R3603210069992007110031	1	102	5290	540	10	330	506	35	2208	6	M0599	300	11	14	341825
R3603210069992007110032	1	108	4505	504	16	390	520	36	2101	6	D0107	110	11	12	610730
R3603210069992007110033	1	123	5715	558	16	1108	553	21	2123	3	W0320	190	11	18	341721
R3603210069992007110034	1	103	2190	566	28	1181	515	21	2305	5	E0200	100	11	12	210281
R3603210069992007110035	1	106	6106	803	68	2307	530	41	2100	2	A1793	206	11	12	370702
R3603210069992007110059	1	117	2900	529	15	1699	537	21	2103	3	I0499	206	11	12	542421
R3603210069992007110061	1	119	6515	503	27	1801	522	16	2113	2	W0788	200	11	15	420801
R3603210069992007110062	1	126	1111	565	62	1700	567	51	2109	5	H0499	100	11	16	452124
R3603210069992007110063	1	119	2120	556	43	1406	503	19	2302	3	S0105	110	11	14	530400
R3603210069992007110064	1	110	7302	552	26	2108	515	44	2305	3	H0199	120	11	13	510792
R3603210069992007110065	1	113	6900	120	15	1702	501	39	2202	6	L0200	312	11	13	130223
R3603210069992007110066	1	113	2301	536	62	2319	548	27	2115	4	W0180	204	11	11	530423
R3603210069992007110068	1	101	1105	402	61	2384	528	48	2302	5	U0150	313	11	14	330281
R3603210069992007110070	1	122	1102	508	73	1504	528	30	2110	1	M0302	200	11	16	533122
R3603210069992007110071	1	123	2205	806	32	140	571	12	2308	6	U0310	208	11	18	370500
R3603210069992007120003	1	111	7190	120	48	2218	562	14	2402	2	X0039	120	11	14	310225
R3603210069992007120011	1	125	6406	536	63	2102	562	9	2304	5	C0219	120	11	11	350103
R3603210069992007120050	1	103	2290	518	61	1411	543	43	2212	3	I0106	301	11	17	652926
R3603210069992007120052	1	107	4302	547	70	2281	561	34	2122	4	R0203	311	11	16	410703
R3603210069992007120053	1	106	2206	810	61	2401	550	35	2201	3	X0026	301	11	17	460087
R3603210069992007120055	1	116	4200	558	61	1199	563	39	2124	6	Q0503	299	11	11	652223
R3603210069992007120057	1	118	1115	402	43	2229	558	22	2120	1	H1302	201	11	18	130984
R3604020000002008020001	1	106	4300	543	25	1105	528	6	2303	4	L0602	312	11	13	610402
R3604020000002008030002	1	122	2112	551	47	2231	565	82	2109	5	C0239	200	11	12	532729
R3604020000002008030003	1	116	5509	562	30	1220	525	39	2105	1	U0170	205	11	15	430211
R3604020000002008050002	1	118	4901	514	43	2320	507	80	2305	2	D0109	204	11	13	360322
R3604020000002008050005	1	105	6205	205	61	381	569	7	2301	6	N0302	299	11	16	320831
R3604020140002008050001	1	121	3490	303	27	1410	528	36	2202	2	B0900	208	11	11	130126
R3604020190002008030001	1	106	1302	559	28	799	563	44	2104	5	M0100	204	11	12	340502
R3604020190002008060001	1	120	1309	561	47	1504	509	7	2206	4	A1707	110	11	15	522225
R3604030100002007050001	1	106	3306	555	21	2400	568	5	2406	3	J0302	203	11	18	210402
R3604030100002007070008	1	119	4503	546	11	1782	533	6	2208	2	Q0899	100	11	11	320801
R3604030200002006120001	1	116	3631	300	26	310	540	15	2208	3	J0202	205	11	18	150430
R3604030200002006120002	1	111	5600	556	10	2106	559	33	2101	4	C0205	190	11	15	230804
R3604030200002006120003	1	125	6423	523	45	1299	518	17	2202	1	N0105	313	11	16	152602
R3604030200002006120004	1	103	5109	301	65	700	563	33	2301	4	N0199	300	11	15	511528
R3604030200002006120005	1	102	5616	532	71	1605	554	8	2211	5	R0205	200	11	17	341824
R3604030200002006120006	1	127	4405	300	47	1403	558	46	2207	1	S0399	206	11	18	441800
R3604030200002006120007	1	113	7104	502	23	2334	563	25	2121	3	B0205	100	11	18	320623
R3604030200002006120008	1	110	6531	303	12	1304	557	18	2303	3	L0510	200	11	15	430511
R3604030200002006120009	1	119	4501	540	65	2213	533	50	2208	4	N0300	201	11	15	663121
R3604030200002006120010	1	120	1106	569	48	2220	602	35	2112	4	W0050	301	11	13	450500
R3604030200002006120011	1	110	6415	569	48	1304	504	10	2403	4	X0031	313	11	19	430421
R3604030200002006120012	1	127	5511	124	71	2303	512	20	2101	4	W0422	209	11	14	410701
R3604030200002006120013	1	117	6422	525	72	1399	557	12	2303	5	H0500	100	11	19	510304
R3604030200002006120014	1	113	6110	305	48	2217	554	8	2116	6	B1399	201	11	15	130300
R3604030200002007010001	1	124	3508	202	66	2327	550	50	2304	4	C0236	200	11	11	662721
R3604030200002007010002	1	118	7403	549	22	2333	542	34	2111	4	V0111	203	11	16	610502
R3604030200002007010003	1	117	1106	813	14	382	524	33	2205	1	X0065	301	11	19	450704
R3604030200002007010004	1	110	3220	541	24	2227	563	28	2309	5	W0752	313	11	18	220802
R3604030200002007010005	1	118	6180	554	43	2226	570	48	2211	4	V0100	190	11	19	370303
R3604030200002007010006	1	115	5407	802	23	2284	518	26	2113	4	W0246	201	11	17	431022
R3604030200002007010007	1	104	6427	504	50	700	524	2	2301	6	O0302	201	11	15	410604
R3604030200002007010008	1	107	5307	552	22	1783	532	6	2124	1	I0300	203	11	11	620102
R3604030200002007010009	1	103	5111	201	64	2287	513	17	2206	1	C0222	302	11	11	522229
R3604030200002007010010	1	102	4506	557	73	2305	513	26	2103	2	G0105	301	11	11	371524
R3604030200002007010011	1	109	4203	533	20	2311	510	29	2207	5	K0750	100	11	17	140302
R3604030200002007010012	1	110	6404	110	42	2312	565	23	2400	4	U0500	207	11	13	610122
R3604030200002007010013	1	111	2307	490	12	2108	564	42	2402	2	F0303	204	11	13	140123
R3604030200002007010014	1	101	4605	124	15	2405	537	28	2103	2	C0208	301	11	13	532624
R3604030200002007010015	1	118	6420	123	21	1406	559	35	2119	3	T9900	207	11	14	511309
R3604030200002007020001	1	119	4205	531	65	1406	536	1	2207	2	A0604	203	11	11	220104
R3604030200002007020002	1	123	5208	590	16	2223	561	6	2206	1	A1103	201	11	18	420207
R3604030200002007030001	1	112	4914	573	52	2316	503	48	2201	4	U0420	201	11	18	662722
R3604030200002007030002	1	109	2122	511	14	1500	541	26	2101	4	N0209	208	11	18	632800
R3604030200002007030003	1	101	4400	510	60	2384	567	15	2106	1	C0499	313	11	19	152136
R3604030200002007030004	1	103	6109	290	72	2332	536	37	2123	4	Q0202	299	11	12	662722
R3604030200002007030005	1	127	5680	541	67	1706	517	9	2205	5	K0830	299	11	12	330117
R3604030200002007030006	1	122	4206	405	31	1407	546	82	2126	1	D0230	312	11	16	510796
R3604030200002007030007	1	122	5300	550	69	2199	566	80	2126	3	B1099	201	11	16	513423
R3604030200002007040001	1	119	4281	490	52	2312	571	44	2308	2	Q0100	311	11	13	612525
R3604030200002007040002	1	102	3514	539	20	2300	566	26	2113	3	N0208	203	11	14	130826
R3604030200002007040003	1	101	7101	303	71	2403	519	8	2401	2	Q0601	201	11	14	450302
R3604030200002007040004	1	122	7206	564	48	1105	542	34	2111	1	Q0504	311	11	14	130732
R3604030200002007040005	1	101	5705	556	65	2317	574	44	2114	6	A0500	190	11	16	330411
R3604030200002007050001	1	106	1109	570	46	2310	520	46	2203	2	A0109	302	11	17	620403
R3604030200002007050002	1	126	5320	812	72	2400	567	39	2100	5	A0900	200	11	17	800000
R3604030200002007050003	1	111	4606	802	27	2203	536	42	2305	6	R0205	208	11	11	610121
R3604030200002007050004	1	104	5181	555	64	2115	560	12	2309	6	W0810	205	11	14	370212
R3604030200002007050005	1	111	5300	536	20	2231	557	47	2302	3	M0401	201	11	16	420150
R3604030200002007050006	1	105	1304	569	13	1702	533	44	2112	5	H1001	201	11	19	532526
R3604030200002007050007	1	121	3507	560	72	100	524	81	2212	3	H1104	203	11	15	360111
R3604030200002007050008	1	108	4404	507	60	2319	505	80	2115	2	C0605	207	11	18	440602
R3604030200002007050009	1	104	4911	100	32	383	548	39	2201	6	C0402	205	11	19	410923
R3604030200002007050010	1	116	4114	525	51	2312	509	50	2211	3	C0229	311	11	11	321027
R3604030200002007050011	1	112	5503	539	15	2305	601	6	2201	1	A1101	100	11	16	460038
R3604030200002007050012	1	115	4101	401	32	1704	533	50	2107	3	I0103	302	11	18	654125
R3604030200002007050013	1	119	2108	554	32	1399	523	33	2213	2	K1002	209	11	16	430722
R3604030200002007050014	1	120	2116	509	27	1782	509	4	2309	4	T9900	203	11	17	320200
R3604030200002007060001	1	126	4582	203	41	350	562	50	2117	3	N0100	120	11	13	211002
R3604030200002007060002	1	110	6204	100	15	2109	520	25	2302	4	X0011	200	11	17	130183
R3604030200002007060003	1	113	4905	549	21	2234	555	8	2115	3	L0106	202	11	12	532925
R3604030200002007060004	1	125	5400	527	62	2330	506	82	2107	1	U0211	190	11	12	211302
R3604030200002007060005	1	124	6506	524	45	1404	545	27	2102	3	D0104	110	11	17	450211
R3604030200002007060006	1	119	3406	808	32	2321	571	28	2126	6	C0234	207	11	18	441801
R3604030200002007060007	1	121	6424	513	46	2206	546	44	2208	1	W0004	313	11	11	654224
R3604030200002007060008	1	105	3304	517	46	1500	572	29	2309	5	P0108	300	11	14	370201
R3604030200002007060009	1	119	3517	390	10	1781	566	33	2402	6	W0524	200	11	15	440204
R3604030200002007060010	1	122	1302	516	10	1180	570	1	2116	1	B0199	299	11	13	411002
R3604030200002007060011	1	127	6106	811	23	2328	601	34	2204	5	L0204	205	11	18	360203
R3604030200002007060012	1	102	7000	304	13	380	571	49	2308	4	S0107	204	11	15	341103
R3604030200002007060013	1	122	5182	531	30	2210	545	9	2301	6	W0170	204	11	12	320306
R3604030200002007060014	1	127	3510	518	21	2313	514	21	2107	1	L0499	204	11	13	352203
R3604030200002007060015	1	107	5201	539	52	2104	512	50	2116	1	N0300	209	11	13	370523
R3604030200002007060016	1	102	4210	510	72	1301	524	3	2122	6	U0240	209	11	19	220213
R3604030200002007070001	1	112	6405	559	67	1100	558	22	2119	6	E0208	205	11	19	441402
R3604030200002007070002	1	126	5602	543	68	2112	555	5	2113	6	H1099	202	11	12	612100
R3604030200002007070003	1	103	5180	570	69	2400	551	8	2113	3	A1112	100	11	17	411422
R3604030200002007070004	1	119	3503	541	16	2402	551	15	2126	4	Q0701	301	11	16	452724
R3604030200002007070005	1	127	7202	558	20	1404	519	12	2402	6	L0705	207	11	17	663021
R3604030200002007070006	1	124	4209	516	21	2404	553	21	2306	1	K1004	209	11	16	610404
R3604030200002007070007	1	108	4980	539	70	2209	568	23	2211	2	D0220	120	11	11	230801
R3604030200002007070008	1	115	4105	301	65	120	550	35	2126	3	C0205	208	11	13	441424
R3604030200002007090001	1	117	4405	130	46	2235	562	46	2204	3	Y0015	313	11	13	662100
R3604030200002007090002	1	101	5181	518	43	100	540	34	2106	2	E0300	120	11	11	612430
R3604030200002007090003	1	105	6422	537	22	1404	537	11	2100	1	Y0026	200	11	12	410400
R3604030200002007090004	1	109	4512	563	11	1184	505	80	2124	5	C0502	302	11	19	513123
R3604030200002007090005	1	112	2205	522	68	2217	532	42	2301	3	C0109	313	11	19	310230
R3604030200002007090006	1	103	5502	811	26	2385	532	8	2120	3	A1703	206	11	12	830000
R3604030200002007090007	1	107	5200	810	60	2209	551	48	2213	3	Y0026	202	11	16	330421
R3604030200002007090008	1	120	6201	502	23	2227	571	41	2209	4	Y0006	301	11	18	620121
R3604030200002007100001	1	124	5324	590	68	2385	556	23	2102	5	W0616	100	11	13	360726
R3604030200002007100002	1	108	5510	541	51	1200	533	32	2101	1	C0299	204	11	19	130324
R3604030200002007100003	1	122	6419	539	42	1399	559	31	2118	5	Q0702	299	11	12	511123
R3604030200002007100004	1	104	5182	546	71	2200	526	16	2305	3	F0607	202	11	12	320321
R3604030200002007100005	1	110	6437	802	61	2180	501	28	2103	4	M0103	299	11	12	650200
R3604030200002007100006	1	103	6402	516	25	2399	518	80	2205	4	O0399	207	11	14	150124
R3604030200002007100007	1	119	5712	555	47	2214	537	3	2114	5	C0237	207	11	14	530181
R3604030200002007100008	1	112	6401	801	52	1105	552	5	2119	4	E0111	204	11	19	620500
R3604030200002007110001	1	106	3631	568	22	2281	518	35	2114	1	Q0705	190	11	12	441502
R3604030200002007110002	1	117	6106	203	30	130	566	12	2211	3	P0101	299	11	14	142629
R3604030200002007110003	1	111	5604	527	66	2305	567	25	2126	3	C0203	110	11	15	440103
R3604030200002007110004	1	118	2105	506	62	1783	516	39	2208	1	O0201	202	11	16	620302
R3604030200002007110005	1	108	3304	506	13	2330	510	5	2308	4	N0209	202	11	18	452600
R3604030200002007110006	1	105	5606	812	52	2383	542	22	2302	6	G0499	208	11	17	460036
R3604030200002007110007	1	125	2106	557	11	702	559	30	2118	2	C0111	201	11	13	654223
R3604030200002007110008	1	118	2213	519	47	2322	553	16	2102	2	Q0499	100	11	13	540123
R3604030200002007110009	1	119	2104	563	64	1301	563	49	2212	3	W0512	312	11	18	370300
R3604030200002007110010	1	122	3506	547	47	2227	562	19	2300	1	W0372	207	11	14	622323
R3604030200002007120001	1	114	1302	800	64	2319	526	6	2201	6	B1399	302	11	18	430111
R3604030200002007120002	1	107	3521	100	51	2401	571	34	2309	4	F0404	190	11	17	320111
R3604030200002007120003	1	101	3306	553	60	2326	559	26	2114	2	A0200	208	11	16	441622
R3604030200002008010001	1	125	5201	303	70	704	526	20	2101	5	C0205	301	11	13	441623
R3604030200002008010002	1	112	5407	121	66	2116	561	10	2308	6	E0416	312	11	16	542429
R3604030200002008010003	1	104	5402	504	67	1804	560	43	2208	5	J0302	204	11	14	530126
R3604030200002008010004	1	105	7307	509	26	1700	538	4	2301	5	U0299	299	11	19	530529
R3604030200002008010005	1	116	6110	563	21	2383	550	48	2113	6	M0100	207	11	12	542333
R3604030200002008010006	1	103	4910	546	60	2302	540	8	2117	5	Y0035	301	11	16	530128
R3604030200002008030001	1	103	3513	549	10	2116	544	45	2207	1	E0410	300	11	14	510112
R3604030200002008030002	1	125	5114	303	42	2404	555	24	2205	2	W0192	301	11	18	350125
R3604030200002008030003	1	104	4908	110	10	2382	543	14	2202	2	G0207	207	11	12	530600
R3604030200002008030004	1	123	1900	518	52	140	524	42	2303	5	C0399	313	11	16	612527
R3604030200002008030005	1	101	5106	513	52	300	564	33	2104	6	Y0008	311	11	11	370405
R3604030200002008030006	1	122	4201	502	65	2305	564	12	2119	1	L0300	207	11	16	150123
R3604030200002008030007	1	112	5615	803	71	320	547	10	2111	2	B0899	204	11	18	510705
R3604030200002008030008	1	117	5201	201	66	2220	503	31	2200	1	C0222	202	11	15	421202
R3604030200002008030009	1	127	7305	563	42	2106	540	1	2401	4	A1401	301	11	16	220403
R3604030200002008030010	1	110	2111	532	31	1605	525	9	2304	4	A1799	313	11	13	511528
R3604030200002008030011	1	113	4405	530	11	2204	574	36	2213	4	G0601	312	11	18	360281
R3604030200002008030012	1	123	5612	100	10	1103	507	48	2123	4	I1301	208	11	16	654127
R3604030200002008030013	1	117	2113	402	72	2333	541	51	2109	1	H0799	100	11	16	330327
R3604030200002008030014	1	113	4202	563	20	2481	513	44	2300	2	W0446	110	11	13	140107
R3604030200002008030015	1	112	3100	110	20	330	566	36	2204	6	W0380	207	11	18	532823
R3604030200002008030016	1	124	5408	505	46	1800	551	32	2201	4	G0307	301	11	18	450203
R3604030200002008030017	1	124	4905	121	27	2280	572	19	2104	2	P0401	301	11	12	654321
R3604030200002008040002	1	105	5411	110	67	2303	508	16	2208	4	N9900	202	11	15	230200
R3604030200002008040003	1	101	6500	569	70	1502	554	48	2210	5	W0446	311	11	15	450203
R3604030200002008040004	1	104	4913	534	48	1406	546	20	2123	3	A0921	205	11	13	211122
R3604030200002008040005	1	109	5108	533	62	2311	514	82	2207	3	O0299	190	11	18	140221
R3604030200002008040006	1	120	5300	532	68	2201	563	11	2305	2	N0204	202	11	13	410725
R3604030200002008040007	1	107	2308	201	50	1299	532	22	2207	1	W0776	299	11	13	330105
R3604030200002008040008	1	112	4513	548	72	1107	567	17	2102	6	P0200	190	11	18	431281
R3604030200002008040009	1	112	6402	406	11	1590	507	14	2205	1	L0299	207	11	19	362227
R3604030200002008040010	1	112	6436	304	72	1310	566	43	2121	4	L0603	313	11	12	370212
R3604030200002008050001	1	119	6533	406	48	1303	549	35	2121	6	X0049	205	11	18	652828
R3604030200002008050002	1	109	5504	514	46	2283	536	1	2105	4	X0071	312	11	12	360730
R3604030200002008050003	1	125	4603	525	11	2480	537	9	2115	2	C0228	201	11	14	612724
R3604030200002008050004	1	107	1110	807	45	2104	512	51	2113	1	Y0090	200	11	14	440600
R3604030200002008050005	1	106	4902	110	14	390	509	22	2403	3	N0205	209	11	12	421023
R3604030200002008050006	1	115	6000	524	72	2104	574	34	2101	1	W0376	207	11	14	150501
R3604030200002008050007	1	104	6435	547	20	2382	514	21	2114	2	O0104	311	11	15	620302
R3604030200002008050008	1	102	2201	202	11	2329	531	11	2203	6	W0192	300	11	15	511123
R3604030200002008050009	1	119	4590	403	21	2405	504	6	2119	5	A0900	202	11	12	370301
R3604030200002008050010	1	114	1000	573	46	701	555	4	2405	2	R0100	301	11	19	542426
R3604030200002008050011	1	109	2305	804	48	2208	546	24	2115	5	Y0045	110	11	19	350321
R3604030200002008050012	1	116	4106	524	28	1707	506	5	2101	4	U0230	205	11	15	370829
R3604030200002008050013	1	121	3000	124	25	1301	503	51	2123	4	R0201	300	11	14	429005
R3604030200002008050014	1	110	6422	804	51	300	540	19	2211	5	W0320	204	11	16	520203
R3604030200002008050015	1	125	4512	122	30	2305	538	30	2400	1	A0299	300	11	11	331125
R3604030200002008050016	1	106	6521	806	62	2333	501	37	2207	2	U0320	204	11	13	211322
R3604030200002008050017	1	119	5713	130	13	1803	574	42	2123	2	E0200	301	11	16	142634
R3604030200002008050018	1	111	1114	810	23	1781	521	22	2213	6	A1504	120	11	16	330122
R3604030200002008050019	1	119	4203	533	42	1304	547	81	2126	6	K0200	313	11	16	130200
R3604030200002008050020	1	109	5207	570	26	310	550	46	2300	1	U0420	313	11	13	522726
R3604030200002008050021	1	119	5605	513	15	1499	524	48	2125	6	S0200	311	11	16	360410
